CCTV1_电信_内蒙,http://111.126.77.93:808/hls/101/index.m3u8,0.711 MB/s
CCTV1_电信_北京,http://115.171.251.148:8888/udp/225.1.8.1:8008,0.580 MB/s
CCTV1_电信_北京,http://115.171.251.148:8888/udp/225.1.8.101:8080,0.297 MB/s
CCTV1_电信_北京,http://115.171.216.22:4000/udp/225.1.8.101:8080,0.219 MB/s
CCTV1_电信_四川,http://125.71.122.30:8888/udp/239.93.0.184:5140,0.571 MB/s
CCTV1_电信_四川,http://182.149.106.41:8888/udp/239.93.0.184:5140,0.549 MB/s
CCTV1_电信_四川,http://118.114.188.36:8888/udp/239.93.0.184:5140,0.544 MB/s
CCTV1_电信_四川,http://110.188.37.163:55555/udp/239.93.0.184:5140,0.526 MB/s
CCTV1_电信_四川,http://171.88.35.80:4000/udp/239.93.0.184:5140,0.244 MB/s
CCTV1_电信_安徽,http://114.98.190.41:2000/rtp/238.1.78.166:7200,0.610 MB/s
CCTV1_电信_安徽,http://114.98.188.23:2000/rtp/238.1.78.166:7200,0.604 MB/s
CCTV1_电信_安徽,http://117.66.254.58:2000/rtp/238.1.78.166:7200,0.592 MB/s
CCTV1_电信_安徽,http://117.64.156.177:8888/rtp/238.1.78.166:7200,0.562 MB/s
CCTV1_电信_山东,http://182.32.160.10:9997/udp/239.21.1.120:5002,0.601 MB/s
CCTV1_电信_山东,http://182.32.160.10:9997/udp/239.21.1.1:5002,0.288 MB/s
CCTV1_电信_山西,http://223.10.23.41:8085/udp/239.1.1.7:8007,0.552 MB/s
CCTV1_电信_山西,http://223.10.24.101:8083/udp/239.1.1.7:8007,0.529 MB/s
CCTV1_电信_广东,http://113.78.253.125:8888/udp/239.77.0.86:5146,0.621 MB/s
CCTV1_电信_广东,http://14.216.239.140:8888/udp/239.77.1.144:5146,0.618 MB/s
CCTV1_电信_广东,http://14.216.239.140:8888/udp/239.77.1.17:5146,0.618 MB/s
CCTV1_电信_广东,http://14.216.239.140:8888/udp/239.77.0.86:5146,0.618 MB/s
CCTV1_电信_广东,http://14.117.234.16:9000/udp/239.77.0.86:5146,0.615 MB/s
CCTV1_电信_广东,http://14.117.234.16:9000/udp/239.77.1.17:5146,0.612 MB/s
CCTV1_电信_广东,http://125.92.101.148:8899/udp/239.77.0.86:5146,0.609 MB/s
CCTV1_电信_广东,http://113.67.166.23:8889/udp/239.77.1.17:5146,0.608 MB/s
CCTV1_电信_广东,http://125.92.101.148:8899/udp/239.77.1.144:5146,0.607 MB/s
CCTV1_电信_广东,http://113.67.166.23:8889/udp/239.77.0.86:5146,0.606 MB/s
CCTV1_电信_广东,http://14.117.234.16:9000/udp/239.77.1.144:5146,0.604 MB/s
CCTV1_电信_广东,http://125.92.101.148:8899/udp/239.77.1.17:5146,0.597 MB/s
CCTV1_电信_广东,http://113.67.166.23:8889/udp/239.77.1.144:5146,0.597 MB/s
CCTV1_电信_广东,http://113.75.183.99:2086/udp/239.77.0.86:5146,0.588 MB/s
CCTV1_电信_广东,http://218.19.110.134:9999/udp/239.77.1.17:5146,0.587 MB/s
CCTV1_电信_广东,http://114.98.188.23:2000/rtp/238.1.78.166:7200,0.586 MB/s
CCTV1_电信_广东,http://218.19.110.134:9999/udp/239.77.0.86:5146,0.584 MB/s
CCTV1_电信_广东,http://113.75.183.99:2086/udp/239.77.1.17:5146,0.581 MB/s
CCTV1_电信_广东,http://14.145.232.2:8888/udp/239.77.0.86:5146,0.572 MB/s
CCTV1_电信_广东,http://113.75.183.99:2086/udp/239.77.1.144:5146,0.570 MB/s
